ㅎ,SAMPLE_ID,식품명,식품명(크롤링),식품명(다시 크롤링),식품명(영어),식품명(영어-정제),제조사,제조사(정리),제조사(영어),조사년도,식품분류,식품상세분류,식품코드,출처,1회제공량,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),"짠맛(나트륨 / 1회 제공량, g)","단맛(총당류 / 1회 제공량, g)",짠맛(상대),단맛(상대),유탕면,건면,숙면,분말 스프,액상 스프,조미유,컵,국물,짜장,cold
109,P078790-ZZ-AVG,시원한 두껍라면,두껍라면,두껍라면,Cool thick ramen,Cool Thick Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078790,식약처('21),105,450,-,9,15,70,5,1850,0,4,-,0,0.01761904762,0.04761904762,51.26783982,26.19047619,1,0,0,1,0,0,0,1,0,0
134,P078815-ZZ-AVG,큰컵 치즈불닭볶음면,치즈불닭볶음면,치즈불닭볶음면,Big cup cheese buldak mixed noodles,Big Cup Cheese Buldak Mixed Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078815,식약처('21),105,430,-,9,16,63,5,1000,0,8,-,0,0.009523809524,0.04761904762,27.71234585,26.19047619,1,0,0,1,0,0,1,1,0,0
112,P078793-ZZ-AVG,컵 맛있는라면,맛있는라면,맛있는라면,Cup masissneun ramyeon ,Cup Masissneun Ramyeon ,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078793,식약처('21),65,285,-,5,11,42,3,1180,0,5,-,0,0.01815384615,0.04615384615,52.82399463,25.38461538,1,0,0,0,1,0,0,0,0,1
452,P039679-ZZ-AVG,큰컵 불타는 고추짜장,불타는 고추짜장,불타는 고추짜장,big cup Hot pepper jajangmyeon,Big Cup Hot Pepper Jajangmyeon,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P039679,식약처('20),110,470,-,11,20,61,5,1150,0,8,-,0,0.01045454545,0.04545454545,30.42059783,25,1,0,0,1,0,0,1,1,0,0
287,P031556-ZZ-AVG,짜장라면,짜장라면,짜장라면,Black bean noodles,Black Bean Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031556,식약처('20),135,530,-,14,17,80,6,940,0,8,-,0,0.006962962963,0.04444444444,20.26080397,24.44444444,1,0,0,0,1,0,0,0,1,0
285,P031554-ZZ-AVG,핵불닭볶음면,핵불닭볶음면,핵불닭볶음면,haek Buldak stir-fried noodles,Haek Buldak Stir-Fried Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031554,식약처('20),140,555,-,12,19,84,6,1450,0,9,-,0,0.01035714286,0.04285714286,30.13717611,23.57142857,1,0,0,1,0,0,1,1,0,0
378,P037301-ZZ-AVG,맛이차이나짜장면,맛이차이나,맛이차이나,masi chaina jjajangmyeon ,Masi Chaina Jjajangmyeon ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P037301,식약처('20),140,545,-,13,16,87,6,1180,0,7,-,0,0.008428571429,0.04285714286,24.52542608,23.57142857,1,0,0,0,1,0,0,0,0,1
137,P078818-ZZ-AVG,큰컵 튀김칼국수,튀김칼국수,삼양 튀김칼국수 컵,Big cup fries and kalguksu,Big Cup Fries And Kalguksu,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078818,식약처('21),95,420,-,9,15,62,4,1270,0,8,-,0,0.01336842105,0.04210526316,38.89938231,23.15789474,1,0,0,1,1,0,1,1,0,0
251,P031467-ZZ-AVG,이마트 육개장,이마트 육개장,이마트 육개장,E-Mart Yukgaejang,E-Mart Yukgaejang,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031467,식약처('20),120,739.86,-,13.63,27.26,110.98,5.02,3796.6,0,15.58,-,0,0.03163833333,0.04183333333,92.06110572,23.00833333,1,0,0,1,0,0,0,1,0,0
279,P031548-ZZ-AVG,삼양라면 매운맛,삼양라면,삼양라면,Spicy Samyang Ramen,Spicy Samyang Ramen,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031548,식약처('20),120,515,-,9,18,79,5,1780,0,9,-,0,0.01483333333,0.04166666667,43.16197866,22.91666667,1,0,0,1,0,0,1,1,0,0
232,P031448-ZZ-AVG,된장라면,된장라면,삼양 된장라면,Soy bean paste ramen,Soy Bean Paste Ramen,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031448,식약처('20),120,495,-,10,16,78,5,1710,0,8,-,0,0.01425,0.04166666667,41.46459748,22.91666667,1,0,0,1,0,0,0,1,0,0
267,P031489-ZZ-AVG,하이리빙파워 미니컵,파워라면,하이리빙파워 미니컵,High Living Power Mini Cup,High Living Power Mini Cup,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031489,식약처('20),80,439.29,-,7.57,18.18,62.11,3.2,1923.7,0,10.6,-,0,0.02404625,0.04,69.96968962,22,1,0,0,0,1,0,1,0,0,0
221,P031435-ZZ-AVG,CU해물탕컵,해물탕컵,해물탕컵,CU Seafood Soup Cup,Cu Seafood Soup Cup,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031435,식약처('20),80,268.16,-,5.5,9.15,40.83,3.2,1072.7,0,4.86,-,0,0.01340875,0.04,39.01673133,22,1,0,0,1,0,0,0,1,0,0
284,P031553-ZZ-AVG,까르보불닭볶음면,까르보불닭볶음면,까르보불닭볶음면,Carbonara buldak mixed noodles,Carbonara Buldak Mixed Noodles,삼양식품㈜ 익산공장,삼양,SamYang,2020,가공식품,유탕면,P031553,식약처('20),130,550,-,8,20,84,5,1330,0,10,-,0,0.01023076923,0.03846153846,29.7694546,21.15384615,1,0,0,1,0,0,0,1,0,0
138,P078819-ZZ-AVG,큰컵나가사끼짬뽕,나가사끼짬뽕 라면,나가사끼짬뽕 큰컵,Big cup Nagasaki jjamppong,Big Cup Nagasaki Jjamppong,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078819,식약처('21),105,445,-,9,15,69,4,1620,0,8,-,0,0.01542857143,0.0380952381,44.89400028,20.95238095,1,0,0,1,0,0,1,1,0,0
130,P078811-ZZ-AVG,큰컵 쇠고기면,쇠고기면,쇠고기면 큰컵,Big cup Beef noodles,Big Cup Beef Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078811,식약처('21),80,345,-,7,13,50,3,1460,0,7,-,0,0.01825,0.0375,53.10378274,20.625,1,0,0,1,0,0,1,1,0,0
494,P040102-ZZ-AVG,큰컵 김치찌개면,삼양 김치찌개,삼양 김치찌개 큰컵,big cup kimchi stew noodles,Big Cup Kimchi Stew Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P040102,식약처('20),110,470,-,9,16,73,4,1830,0,8,-,0,0.01663636364,0.03636363636,48.40842959,20,1,0,0,1,0,0,1,1,0,0
128,P078809-ZZ-AVG,큰컵 삼양라면 오리지널,삼양라면,삼양라면 큰컵,Big cup Samyang Ramen Original,Big Cup Samyang Ramen Original,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078809,식약처('21),110,470,-,9,15,75,4,1800,0,8,-,0,0.01636363636,0.03636363636,47.61484878,20,1,0,0,1,0,0,1,1,0,0
260,P031482-ZZ-AVG,큰컵 유부우동,유부우동,삼양 유부우동 큰컵,Big cup fried tofu udon,Big Cup Fried Tofu Udon,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031482,식약처('20),80,270.53,-,4.67,8.7,43.07,2.88,1029.8,0,4.67,-,0,0.0128725,0.036,37.45635306,19.8,1,0,0,1,0,0,1,1,0,0
106,P078787-ZZ-AVG,국민컵라면,국민라면,국민컵라면,gukmin cup noodles,Gukmin Cup Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078787,식약처('21),85,370,-,7,14,54,3,1490,0,7,-,0,0.01752941176,0.03529411765,51.00701774,19.41176471,1,0,0,1,0,0,1,0,1,0
510,P040463-ZZ-AVG,컵육개장,삼양 육개장,삼양 컵육개장,Cup Yukgaejang,Cup Yukgaejang,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P040463,식약처('20),86,380,-,14,14,56,3,1590,0,7,-,0,0.01848837209,0.03488372093,53.79739697,19.18604651,1,0,0,0,1,0,0,0,0,0
297,P031567-ZZ-AVG,김치찌개면,김치찌개 라면,김치찌개 라면,Kimchi stew noodles,Kimchi Stew Noodles,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031567,식약처('20),115,475,-,10,15,75,4,1780,0,8,-,0,0.01547826087,0.0347826087,45.03858643,19.13043478,1,0,0,1,0,0,0,1,0,0
233,P031449-ZZ-AVG,맛있는라면,맛있는 라면,맛있는 라면,masissneun ramyeon ,Masissneun Ramyeon ,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031449,식약처('20),115,480,-,9,15,77,4,1720,0,8,-,0,0.01495652174,0.0347826087,43.52043183,19.13043478,1,0,0,0,1,0,0,0,1,0
264,P031486-ZZ-AVG,포장마차 우동얼큰한맛,삼양 우동,삼양 우동,pojangmacha Spicy udon,Pojangmacha Spicy Udon,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031486,식약처('20),120,594,-,11.95,18,96.05,4.07,2148,0,9.65,-,0,0.0179,0.03391666667,52.08535403,18.65416667,1,0,0,0,1,0,1,1,0,0
383,P037359-ZZ-AVG,삼양라면 골드,삼양 골드,삼양 골드,Samyang Ramen Gold,Samyang Ramen Gold,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P037359,식약처('20),120,530,-,11,19,79,4,1860,0,9,-,0,0.0155,0.03333333333,45.10184287,18.33333333,1,0,0,1,0,0,1,1,0,0
273,P031542-ZZ-AVG,삼양라면,삼양라면,삼양라면,Samyang ramen,Samyang Ramen,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031542,식약처('20),120,500,-,10,16,79,4,1790,0,8,-,0,0.01491666667,0.03333333333,43.40446169,18.33333333,1,0,0,1,0,0,1,1,0,0
226,P031442-ZZ-AVG,김치라면,김치라면,김치라면,Kimchi ramen,Kimchi Ramen,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031442,식약처('20),120,505,-,11,16,79,4,1650,0,8,-,0,0.01375,0.03333333333,40.00969932,18.33333333,1,0,0,1,0,0,0,1,0,0
118,P078799-ZZ-AVG,크리스피어니언 미고랭,크리스피어니언 미고랭,크리스피어니언 미고랭,Crispy onion Mi Goreng,Crispy Onion Mi Goreng,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078799,식약처('21),90,415,-,8,18,55,3,1210,0,8,-,0,0.01344444444,0.03333333333,39.12059489,18.33333333,1,0,0,0,1,0,1,0,0,0
214,P031424-ZZ-AVG,손수때릴타면,손수때릴타면,손수때릴타면,son su ttaeril ta myeon ,Son Su Ttaeril Ta Myeon ,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031424,식약처('20),120,500,-,9,16,80,4,1420,0,-,-,0,0.01183333333,0.03333333333,34.43258972,18.33333333,1,0,0,0,1,0,1,0,1,0
381,P037356-ZZ-AVG,초마짬뽕,초마짬뽕,초마짬뽕,Choma jjamppong,Choma Jjamppong,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P037356,식약처('20),125,540,-,12,18,82,4,1850,3,8,-,0,0.0148,0.032,43.06498545,17.6,1,0,0,1,0,0,0,1,0,0
526,P040487-ZZ-AVG,화끈라면,화끈라면,화끈라면,hwakkeun ramyeon ,Hwakkeun Ramyeon ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P040487,식약처('20),95,395,-,8,13,62,3,1900,0,7,-,0,0.02,0.03157894737,58.19592629,17.36842105,1,0,0,1,1,0,1,0,0,0
517,P040477-ZZ-AVG,큰컵 불타는 고추짬뽕,삼양 고추짬뽕,삼양 고추짬뽕 컵,Big cup Hot pepper jjamppong,Big Cup Hot Pepper Jjamppong,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P040477,식약처('20),95,425,-,8,17,60,3,1720,0,8,-,0,0.01810526316,0.03157894737,52.68262801,17.36842105,1,0,0,1,0,0,0,1,0,0
107,P078788-ZZ-AVG,봉골라면,봉골라면,봉골라면,Bonggol Ramen,Bonggol Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078788,식약처('21),95,425,-,8,17,60,3,1100,0,7,-,0,0.01157894737,0.03157894737,33.69237838,17.36842105,1,0,0,1,0,0,0,1,0,0
116,P078797-ZZ-AVG,컵나가사끼짬뽕,나가사끼,나가사끼짬뽕 컵,Cup Nagasaki Spicy Seafood Noodles,Cup Nagasaki Spicy Seafood Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078797,식약처('21),65,300,-,6,12,42,2,1240,0,6,-,0,0.01907692308,0.03076923077,55.50996046,16.92307692,1,0,0,1,0,0,0,1,0,0
117,P078798-ZZ-AVG,컵삼양라면 매운맛,매운 삼양,삼양라면 매운맛 컵,Cup Spicy Samyang Ramen,Cup Spicy Samyang Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078798,식약처('21),65,275,-,5,10,41,2,1220,0,5,-,0,0.01876923077,0.03076923077,54.61463851,16.92307692,1,0,0,0,1,0,1,0,0,0
258,P031476-ZZ-AVG,컵 삼양라면,삼양,삼양라면 컵,Cup Samyang Ramen,Cup Samyang Ramen,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031476,식약처('20),65,295,-,5,12,42,2,1160,0,6,-,0,0.01784615385,0.03076923077,51.92867269,16.92307692,1,0,0,0,1,0,0,0,1,0
114,P078795-ZZ-AVG,컵 삼양라면 오리지널,삼양,삼양라면 컵 오리지널,Cup Samyang Ramen Original,Cup Samyang Ramen Original,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078795,식약처('21),65,295,-,5,12,42,2,1160,0,6,-,0,0.01784615385,0.03076923077,51.92867269,16.92307692,1,0,0,1,0,1,0,1,0,0
245,P031461-ZZ-AVG,얼큰 특면,얼큰 특면,얼큰 특면,eolkeun teukmyeon ,Eolkeun Teukmyeon ,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031461,식약처('20),120,501.61,-,9.84,15.74,80.65,3.6,1849.05,0,7.87,-,0,0.01540875,0.03,44.83632396,16.5,1,0,0,1,0,0,1,1,0,0
127,P078808-ZZ-AVG,큰컵 삼계탕면,삼계탕면,삼계탕면 컵,big cup samgyetang noodles,Big Cup Samgyetang Noodles,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078808,식약처('21),100,430,-,9,14,67,3,1580,3,7,-,0,0.0158,0.03,45.97478177,16.5,1,0,0,1,0,0,0,1,0,0
129,P078810-ZZ-AVG,큰컵 삼양라면골드,삼양라면 골드,삼양라면 골드 컵,Big cup Samyang Ramen Gold,Big Cup Samyang Ramen Gold,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078810,식약처('21),105,445,-,9,14,71,3,1690,3.4,7,-,0,0.0160952381,0.02857142857,46.83386449,15.71428571,1,0,0,0,1,0,1,0,0,0
123,P078804-ZZ-AVG,큰컵 미원라면,미원라면,미원라면 컵,big cup Miwon Ramen,Big Cup Miwon Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078804,식약처('21),105,460,-,9,15,72,3,1630,0,7,-,0,0.01552380952,0.02857142857,45.17112374,15.71428571,1,0,0,1,1,0,0,0,0,0
385,P037390-ZZ-AVG,이백냥,이백냥 라면,이백냥 라면,ibaeknyang ,Ibaeknyang ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P037390,식약처('20),107,450,-,10,15,69,3,1800,0,8,-,0,0.01682242991,0.02803738318,48.94984454,15.42056075,1,0,0,1,0,0,0,1,0,0
212,P031419-ZZ-AVG,개운한 맛으로 소문난 라면,소문난라면,소문난라면,gaeunhan maseuro somunnan ramyeon ,Gaeunhan Maseuro Somunnan Ramyeon ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031419,식약처('20),110,470,-,9,16,22,3,1980,0,0,-,-,0.018,0.02727272727,52.37633366,15,1,0,0,0,1,1,0,0,1,0
108,P078789-ZZ-AVG,부산매운어묵라면,부산매운어묵라면,부산매운어묵라면,Busan spicy fish cake ramen,Busan Spicy Fish Cake Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078789,식약처('21),110,475,-,11,14,76,3,1810,29,7,-,0,0.01645454545,0.02727272727,47.87937572,15,1,0,0,1,0,0,0,1,0,0
110,P078791-ZZ-AVG,요린이의 보글보글 된장라면,보글보글 된장라면,보글보글 된장라면,Cookin's boiling soybean paste ramen,Cookin'S Boiling Soybean Paste Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078791,식약처('21),110,465,-,10,14,75,3,1390,3.6,7,-,0,0.01263636364,0.02727272727,36.76924433,15,1,0,0,1,0,0,0,1,0,0
122,P078803-ZZ-AVG,큰컵 맛있는라면,삼양 맛있는라면,삼양 맛있는라면 컵,big cup masissneun ramyeon ,Big Cup Masissneun Ramyeon ,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078803,식약처('21),112,485,-,10,18,71,3,1540,0,9,-,0,0.01375,0.02678571429,40.00969932,14.73214286,1,0,0,1,0,0,0,1,0,0
215,P031425-ZZ-AVG,쇠고기면,쇠고기면,쇠고기면,Beef noodles,Beef Noodles,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031425,식약처('20),120,495,-,10,15,80,3,1855,0,7,-,0,0.01545833333,0.025,44.98060136,13.75,1,0,0,1,0,0,0,1,0,0
293,P031563-ZZ-AVG,갓짬뽕,갓짬뽕,갓짬뽕,gat jjamppong ,Gat Jjamppong ,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P031563,식약처('20),120,490,-,9,16,78,3,1850,0,8,-,0,0.01541666667,0.025,44.85935984,13.75,1,0,0,1,0,0,1,1,0,0
266,P031488-ZZ-AVG,하이리빙파워 라면,하이리빙파워 라면,하이리빙파워 라면,Hi Living Power Ramen,Hi Living Power Ramen,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031488,식약처('20),120,510,-,11,16,80,3,1770,0,8,-,0,0.01475,0.025,42.91949564,13.75,1,0,0,1,1,0,0,0,0,0
105,P078786-ZZ-AVG,공화춘 유산슬라면,공화춘 유산슬라면,공화춘 유산슬라면,Gonghwachun Yusanseul Ramen,Gonghwachun Yusanseul Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078786,식약처('21),100,440,-,10,15,66,2,1120,5,7,-,0,0.0112,0.02,32.58971872,11,1,0,0,1,0,0,0,1,0,0
139,P078820-ZZ-AVG,큰컵삼양라면 매운맛,삼양라면 매운맛,삼양라면 매운맛 컵,Big cup Spicy Samyang Ramen,Big Cup Spicy Samyang Ramen,삼양식품(주)원주공장,삼양,SamYang,2021,가공식품,유탕면,P078820,식약처('21),110,485,-,10,17,73,2,1720,0,8,-,0,0.01563636364,0.01818181818,45.49863328,10,1,0,0,1,0,0,1,1,0,0
548,P040956-ZZ-AVG,YOUUS인생라면,유어스인생라면,유어스인생라면,YOUUS Life Ramen,Youus Life Ramen,삼양식품㈜ 원주공장,삼양,SamYang,2020,가공식품,유탕면,P040956,식약처('20),115,490,-,10,16,77,2,1800,0,8,-,0,0.01565217391,0.01739130435,45.54463796,9.565217391,1,0,0,1,0,0,0,1,0,0
235,P031451-ZZ-AVG,바지락칼국수,바지락칼국수 라면,바지락칼국수 라면,Clam kalguksu ramen,Clam Kalguksu Ramen,삼양식품,삼양,SamYang,2020,가공식품,건면,P031451,식약처('20),120,393.26,-,11.09,1.58,83.09,2.03,1894.1,0,0,-,0,0.01578416667,0.01691666667,45.92870999,9.304166667,1,0,0,1,0,0,1,1,0,0
252,P031468-ZZ-AVG,이마트 육개장컵,이마트 육개장컵,이마트 육개장컵,E-Mart Yukgaejang Cup,E-Mart Yukgaejang Cup,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031468,식약처('20),120,1022.48,-,17.04,44.31,139.74,1.67,4124,0,23.86,-,0,0.03436666667,0.01391666667,100,7.654166667,1,0,0,1,0,0,0,1,0,0
253,P031469-ZZ-AVG,이마트 하바네로라면,하바네로라면,하바네로라면,E-Mart Havanaero Ramen,E-Mart Havanaero Ramen,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031469,식약처('20),115,490,-,10,16,76,4,1880,0,8,-,0,0.01634782609,0.0347826087,47.56884409,19.13043478,1,0,0,0,1,0,0,0,1,0
237,P031453-ZZ-AVG,불닭볶음면,불닭볶음면,불닭볶음면,Buldak stir-fried noodles,Buldak Stir-Fried Noodles,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031453,식약처('20),140,530,-,12,16,85,7,1280,0,8,-,0,0.009142857143,0.05,26.60385202,27.5,1,0,0,0,1,0,0,0,1,0
240,P031456-ZZ-AVG,손칼국수,손칼국수 라면,손칼국수 라면,Handmade kalguksu,Handmade Kalguksu,삼양식품,삼양,SamYang,2020,가공식품,건면,P031456,식약처('20),100,345,-,9,1,75,0.6,1620,0,0,-,0,0.0162,0.006,47.13870029,3.3,1,0,0,0,1,0,0,0,0,0
246,P031462-ZZ-AVG,열무비빔면,삼양 열무비빔면,삼양 열무비빔면,Spicy noodles with young radish,Spicy Noodles With Young Radish,삼양식품,삼양,SamYang,2020,가공식품,유탕면,P031462,식약처('20),120,581.47,-,9.94,19.87,90.86,7.75,1351.4,0,9.94,-,0,0.01126166667,0.06458333333,32.76915616,35.52083333,1,0,0,1,0,0,0,1,0,0
2233,P023648-ZZ-AVG,한살림감자라면,감자라면,감자라면,Hansalim potato ramen,Hansalim Potato Ramen,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023648,식약처('19),110,485,-,16,17,67,4,1630,0,8,-,0,0.01481818182,0.03636363636,43.11789084,20,1,0,0,1,0,0,0,1,0,0
2357,P023774-ZZ-AVG,삼육채식라면(순한맛),채식라면,채식라면,Samyuk vegan ramen (mild taste),Samyuk Vegan Ramen (Mild Taste),㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023774,식약처('19),110,465,-,14,16,69,3,1760,0,8,-,0,0.016,0.02727272727,46.55674103,15,1,0,0,1,0,0,0,1,0,0
552,P041381-ZZ-AVG,우리쌀로만든밥라면,우리쌀로만든밥라면,우리쌀로만든밥라면,uri ssallo mandeun bap ramyeon ,Uri Ssallo Mandeun Bap Ramyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2020,가공식품,유탕면,P041381,식약처('20),98,430,-,9,15,65,1,1360,0,7,-,0,0.01387755102,0.01020408163,40.38084681,5.612244898,1,0,0,1,0,0,0,1,0,0
2516,P001323-ZZ-AVG,우리쌀로 만든 채식비빔면,채식비빔면,우리쌀로 만든 채식비빔면,uri ssallo mandeun chaesik bibimmyeon ,Uri Ssallo Mandeun Chaesik Bibimmyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2017,가공식품,유탕면,P001323,식약처 영양실태조사('17),135,605,-,12,26,81,17,1361,0,0,-,-,0.01008148148,0.1259259259,29.33505766,69.25925926,1,0,0,0,1,0,0,0,0,1
418,P039031-ZZ-AVG,우리밀구쁘컵라면,우리밀구쁘컵라면,우리밀구쁘컵라면,urimil guppeu keopramyeon ,Urimil Guppeu Keopramyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2020,가공식품,유탕면,P039031,식약처('20),73,327,-,7,14,44,8,1484,0,6,-,0,0.02032876712,0.1095890411,59.15257165,60.2739726,1,0,0,1,0,0,1,1,0,0
448,P039542-ZZ-AVG,우리쌀로만든짬뽕라면,우리쌀로 만든 짬뽕라면,우리쌀로 만든 짬뽕라면,uri ssallo mandeun jjamppong ramyeon ,Uri Ssallo Mandeun Jjamppong Ramyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2020,가공식품,유탕면,P039542,식약처('20),106,470,-,14,17,66,6,1660,6,7,-,0,0.01566037736,0.05660377358,45.56850832,31.13207547,1,0,0,1,0,0,0,1,0,0
2273,P023690-ZZ-AVG,애터미착한짜장,착한짜장,착한짜장,aeteomi chakhan jjajang ,Aeteomi Chakhan Jjajang ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023690,식약처('19),180,535,-,18,19,73,8,1244,5,7,-,0,0.006911111111,0.04444444444,20.10992564,24.44444444,1,0,0,0,1,0,0,0,1,0
2309,P023726-ZZ-AVG,우리밀해물라면,우리밀 해물라면,우리밀 해물라면,Our wheat seafood ramen,Our Wheat Seafood Ramen,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023726,식약처('19),114,530,-,14,21,73,5,1490,10,10,-,0,0.01307017544,0.04385964912,38.03154832,24.12280702,1,0,0,1,0,0,0,1,0,0
77,P067834-ZZ-AVG,삼육 우리밀로만든감자라면컵,감자라면컵,삼육 우리밀로만든감자라면 컵,potato ramen cup made of wheat,Potato Ramen Cup Made Of Wheat,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067834,식약처('21),73,325,-,6,14,45,3,1170,0,7,-,0,0.01602739726,0.04109589041,46.63646148,22.60273973,1,0,0,1,0,0,1,1,0,0
78,P067835-ZZ-AVG,애터미우리밀감자라면컵,감자라면컵,애터미 우리밀감자라면 컵,Atomy our Wheat Potato Ramen Cup,Atomy Our Wheat Potato Ramen Cup,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067835,식약처('21),73,321,-,6,14,45,3,1000,0,7,-,0,0.01369863014,0.04109589041,39.86022348,22.60273973,1,0,0,1,0,0,1,1,0,0
80,P067837-ZZ-AVG,우리채소가풍부한짬뽕라면,짬뽕라면,우리채소가풍부한짬뽕라면,Spicy Seafood Noodles with lots of vegetables,Spicy Seafood Noodles With Lots Of Vegetables,(주)새롬식품(완주공장),새롬식품,SaeromFood,2021,가공식품,유탕면,P067837,식약처('21),75,345,-,7,15,46,3,1400,2,7,-,0,0.01866666667,0.04,54.31619787,22,1,0,0,1,0,0,1,1,0,0
2354,P023771-ZZ-AVG,채식청정면,채식청정면,채식청정면,Vegetarian clean noodles,Vegetarian Clean Noodles,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023771,식약처('19),114,520,-,15,19,73,4,1350,0,9,-,0,0.01184210526,0.0350877193,34.45811425,19.29824561,1,0,0,1,0,0,0,1,0,0
2280,P023697-ZZ-AVG,랍면,랍면,랍면,rapmyeon ,Rapmyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023697,식약처('19),115,510,-,14,19,71,4,1820,7,9,-,0,0.01582608696,0.0347826087,46.0506895,19.13043478,1,0,0,1,0,0,0,1,0,0
2352,P023769-ZZ-AVG,토종밀앉은뱅이밀라면,앉은뱅이 라면,앉은뱅이 라면,tojong mil anjeunbaengi mil ramyeon ,Tojong Mil Anjeunbaengi Mil Ramyeon ,㈜새롬식품(완주공장),새롬식품,SaeromFood,2019,가공식품,유탕면,P023769,식약처('19),100,513,-,13,19,73,3,1870,0,9,-,0,0.0187,0.03,54.41319108,16.5,1,0,0,1,0,0,0,1,0,0
